"individual_id","tissue","exon_id","EXON","CONTIG_TYPE","GENE_TYPE","FRAMESHIFTS_BLAST","INFRAME_STOPS_BLAST","FRAMESHIFTS_MINIPROT","INFRAME_STOPS_MINIPROT","exon_len_bp","exon_len_kb","count","RPK","scaling_factor","TPM","logTPM1","SPECIES"
"AC_1603_72852","Blood","AC_1603_72852_hap2_h2tg000510l_109008-109274:._AC_1603_72852_hap2_h2tg000510l_110618-110895:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,153,573.033707865168,0.0250809776526099,22847.3433453077,10.0366338923946,"AC"
"AC_1603_72852","Blood","AC_1603_72852_hap2_h2tg000510l_109008-109274:._AC_1603_72852_hap2_h2tg000510l_110618-110895:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,153,550.359712230216,0.0250809776526099,21943.3117740905,9.99626324023117,"AC"
"AC_1603_72852","Blood","AC_1603_72852_hap2_h2tg000510l_152945-153222:-_AC_1603_72852_hap2_h2tg000510l_154218-154484:-","EXON2","Core","Potential_coding_gene",0,0,1,0,267,0.267,161,602.996254681648,0.0250809776526099,24041.9756770885,10.0875981612339,"AC"
"AC_1603_72852","Blood","AC_1603_72852_hap2_h2tg000510l_152945-153222:-_AC_1603_72852_hap2_h2tg000510l_154218-154484:-","EXON3","Core","Potential_coding_gene",0,0,1,0,278,0.278,161,579.136690647482,0.0250809776526099,23090.6744812325,10.047227419478,"AC"
"AC_1603_72852","Blood","AC_1603_72852_hap2_h2tg000510l_159988-160265:-_AC_1603_72852_hap2_h2tg000510l_161281-161547:-","EXON2","Core","Potential_coding_gene",0,0,1,0,267,0.267,293,1097.37827715356,0.0250809776526099,43753.4091514716,10.6863476673128,"AC"
"AC_1603_72852","Blood","AC_1603_72852_hap2_h2tg000510l_159988-160265:-_AC_1603_72852_hap2_h2tg000510l_161281-161547:-","EXON3","Core","Potential_coding_gene",0,0,1,0,278,0.278,293,1053.95683453237,0.0250809776526099,42022.1591490753,10.6459761536071,"AC"
"AC_1603_72852","Blood","AC_1603_72852_hap2_h2tg000510l_167465-167742:-_AC_1603_72852_hap2_h2tg000510l_169100-169366:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,160,599.250936329588,0.0250809776526099,23892.6466356159,10.0813678714345,"AC"
"AC_1603_72852","Blood","AC_1603_72852_hap2_h2tg000510l_167465-167742:-_AC_1603_72852_hap2_h2tg000510l_169100-169366:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,160,575.539568345324,0.0250809776526099,22947.2541428397,10.0409971403876,"AC"
"AC_1603_72852","Blood","AC_1603_72852_hap2_h2tg000510l_18484-18750:._AC_1603_72852_hap2_h2tg000510l_20164-20441:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,1010,3782.77153558052,0.0250809776526099,150822.331887325,11.9238644433262,"AC"
"AC_1603_72852","Blood","AC_1603_72852_hap2_h2tg000510l_18484-18750:._AC_1603_72852_hap2_h2tg000510l_20164-20441:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,1010,3633.09352517986,0.0250809776526099,144854.541776676,11.8834922611931,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000177l_29475-29735:._AC_1603_72872_hap1_h1tg000177l_29990-30266:.","EXON2","Not_core","Potential_pseudogene",0,0,NA,NA,261,0.261,0,0,0.00517603563508243,0,0,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000177l_29475-29735:._AC_1603_72872_hap1_h1tg000177l_29990-30266:.","EXON3","Not_core","Potential_pseudogene",2,0,NA,NA,277,0.277,0,0,0.00517603563508243,0,0,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000321l_158454-158693:-","EXON2","Not_core","Potential_coding_gene",0,0,0,0,240,0.24,19,79.1666666666667,0.00517603563508243,15294.8457561007,9.63533655130341,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000321l_164955-165232:-_AC_1603_72872_hap1_h1tg000321l_166375-166641:-","EXON2","Not_core","Potential_coding_gene",0,0,0,0,267,0.267,40,149.812734082397,0.00517603563508243,28943.5283379789,10.2731364612682,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000321l_164955-165232:-_AC_1603_72872_hap1_h1tg000321l_166375-166641:-","EXON3","Not_core","Potential_coding_gene",0,0,0,0,278,0.278,40,143.884892086331,0.00517603563508243,27798.2808138143,10.2327654293374,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000321l_206712-206988:-","EXON3","Not_core","Potential_pseudogene",2,1,NA,NA,277,0.277,15,54.1516245487365,0.00517603563508243,10461.9883568236,9.25559939058521,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000321l_53138-53414:-","EXON3","Not_core","Potential_pseudogene",2,1,0,0,277,0.277,14,50.5415162454874,0.00517603563508243,9764.5224663687,9.1866133458599,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_105122-105399:-_AC_1603_72872_hap1_h1tg000708l_106623-106889:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,186,696.629213483146,0.00517603563508243,134587.406771602,11.8099765615145,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_105122-105399:-_AC_1603_72872_hap1_h1tg000708l_106623-106889:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,186,669.064748201439,0.00517603563508243,129262.005784236,11.7696044123314,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_12873-13139:._AC_1603_72872_hap1_h1tg000708l_14526-14803:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,62,232.209737827715,0.00517603563508243,44862.4689238673,10.7113791328569,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_12873-13139:._AC_1603_72872_hap1_h1tg000708l_14526-14803:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,62,223.021582733813,0.00517603563508243,43087.3352614121,10.6710075958745,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_27230-27496:._AC_1603_72872_hap1_h1tg000708l_28958-29235:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,12,44.9438202247191,0.00517603563508243,8683.05850139367,9.06924426766292,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_27230-27496:._AC_1603_72872_hap1_h1tg000708l_28958-29235:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,12,43.1654676258993,0.00517603563508243,8339.48424414428,9.02887655651425,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_46835-47101:._AC_1603_72872_hap1_h1tg000708l_48471-48748:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,16,59.9250936329588,0.00517603563508243,11577.4113351916,9.35689755131756,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_46835-47101:._AC_1603_72872_hap1_h1tg000708l_48471-48748:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,16,57.5539568345324,0.00517603563508243,11119.3123255257,9.316528654238,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_54470-54736:._AC_1603_72872_hap1_h1tg000708l_55752-56029:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,10,37.4531835205992,0.00517603563508243,7235.88208449473,8.88694574130997,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_54470-54736:._AC_1603_72872_hap1_h1tg000708l_55752-56029:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,10,35.9712230215827,0.00517603563508243,6949.57020345357,8.84657897885582,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_61533-61799:._AC_1603_72872_hap1_h1tg000708l_62795-63072:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,28,104.868913857678,0.00517603563508243,20260.4698365852,9.91647632386736,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap1_h1tg000708l_61533-61799:._AC_1603_72872_hap1_h1tg000708l_62795-63072:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,28,100.719424460432,0.00517603563508243,19458.79656967,9.87610590191711,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg000492l_34097-34357:._AC_1603_72872_hap2_h2tg000492l_34612-34888:.","EXON2","Not_core","Potential_pseudogene",0,0,NA,NA,261,0.261,2,7.66283524904215,0.00517603563508243,1480.44484027593,7.30077313397214,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg000492l_34097-34357:._AC_1603_72872_hap2_h2tg000492l_34612-34888:.","EXON3","Not_core","Potential_pseudogene",2,0,NA,NA,277,0.277,2,7.22021660649819,0.00517603563508243,1394.93178090981,7.24131741458515,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg000492l_450687-450963:.","EXON3","Not_core","Potential_pseudogene",2,1,2,0,277,0.277,10,36.101083032491,0.00517603563508243,6974.65890454907,8.85018206882989,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg000492l_491035-491301:._AC_1603_72872_hap2_h2tg000492l_492444-492721:.","EXON2","Not_core","Potential_coding_gene",0,0,0,0,267,0.267,32,119.850187265918,0.00517603563508243,23154.8226703831,10.0500015471277,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg000492l_491035-491301:._AC_1603_72872_hap2_h2tg000492l_492444-492721:.","EXON3","Not_core","Potential_coding_gene",0,0,0,0,278,0.278,32,115.107913669065,0.00517603563508243,22238.6246510514,10.0096308710212,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg000492l_498983-499222:.","EXON2","Not_core","Potential_coding_gene",0,0,NA,NA,240,0.24,16,66.6666666666667,0.00517603563508243,12879.8701104006,9.46349855253193,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg000492l_604298-604574:.","EXON3","Not_core","Potential_pseudogene",2,1,NA,NA,277,0.277,14,50.5415162454874,0.00517603563508243,9764.5224663687,9.1866133458599,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg001233l_102342-102619:-_AC_1603_72872_hap2_h2tg001233l_103663-103929:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,112,419.475655430712,0.00517603563508243,81041.8793463409,11.3027336682314,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg001233l_102342-102619:-_AC_1603_72872_hap2_h2tg001233l_103663-103929:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,112,402.877697841727,0.00517603563508243,77835.18627868,11.2623617212953,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg001233l_114789-115066:-","EXON3","Core","Potential_coding_gene",0,0,NA,NA,278,0.278,0,0,0.00517603563508243,0,0,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg001233l_42131-42397:._AC_1603_72872_hap2_h2tg001233l_43556-43833:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,159,595.505617977528,0.00517603563508243,115050.525143466,11.6531353517291,"AC"
"AC_1603_72872","Blood","AC_1603_72872_hap2_h2tg001233l_42131-42397:._AC_1603_72872_hap2_h2tg001233l_43556-43833:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,159,571.942446043165,0.00517603563508243,110498.166234912,11.6127632545261,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000146l_1016357-1016596:-","EXON2","Not_core","Potential_coding_gene",0,0,0,0,240,0.24,19,79.1666666666667,0.0365864055611667,2163.8273957881,7.68009591244921,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000146l_1022858-1023135:-_AC_1713_89780_hap1_h1tg000146l_1024278-1024544:-","EXON2","Not_core","Potential_coding_gene",0,0,0,0,267,0.267,36,134.831460674157,0.0365864055611667,3685.28852742148,8.2123754117321,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000146l_1022858-1023135:-_AC_1713_89780_hap1_h1tg000146l_1024278-1024544:-","EXON3","Not_core","Potential_coding_gene",0,0,0,0,278,0.278,36,129.496402877698,0.0365864055611667,3539.46775835085,8.1720141325261,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000146l_1064615-1064891:-","EXON3","Not_core","Potential_pseudogene",2,1,NA,NA,277,0.277,21,75.812274368231,0.0365864055611667,2072.14327850504,7.6368212265476,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000146l_1480785-1481061:-_AC_1713_89780_hap1_h1tg000146l_1481316-1481576:-","EXON2","Not_core","Potential_pseudogene",0,0,NA,NA,261,0.261,5,19.1570881226054,0.0365864055611667,523.612194988046,6.26265931342268,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000146l_1480785-1481061:-_AC_1713_89780_hap1_h1tg000146l_1481316-1481576:-","EXON3","Not_core","Potential_pseudogene",2,0,NA,NA,277,0.277,5,18.0505415162455,0.0365864055611667,493.367447263105,6.20327906106131,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000146l_911017-911293:-","EXON3","Not_core","Potential_pseudogene",2,1,0,0,277,0.277,2,7.22021660649819,0.0365864055611667,197.346978905242,5.29001791571373,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000512l_10135-10401:._AC_1713_89780_hap1_h1tg000512l_11771-12048:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,241,902.621722846442,0.0365864055611667,24670.9593085716,10.1134226270658,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000512l_10135-10401:._AC_1713_89780_hap1_h1tg000512l_11771-12048:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,241,866.906474820144,0.0365864055611667,23694.7702711821,10.0730518416253,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000512l_163340-163617:-_AC_1713_89780_hap1_h1tg000512l_165031-165297:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,1106,4142.32209737828,0.0365864055611667,113220.253092449,11.6370991752952,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000512l_163340-163617:-_AC_1713_89780_hap1_h1tg000512l_165031-165297:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,1106,3978.41726618705,0.0365864055611667,108740.315020446,11.5967270838808,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000512l_17966-18232:._AC_1713_89780_hap1_h1tg000512l_19248-19525:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,258,966.292134831461,0.0365864055611667,26411.2344465206,10.1815826077903,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000512l_17966-18232:._AC_1713_89780_hap1_h1tg000512l_19248-19525:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,258,928.057553956834,0.0365864055611667,25366.1856015144,10.1412117123252,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000512l_25029-25295:._AC_1713_89780_hap1_h1tg000512l_26291-26568:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,233,872.659176029963,0.0365864055611667,23852.0063024779,10.0796655387912,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000512l_25029-25295:._AC_1713_89780_hap1_h1tg000512l_26291-26568:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,233,838.129496402878,0.0365864055611667,22908.2218804374,10.0392948106821,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000512l_68618-68895:-_AC_1713_89780_hap1_h1tg000512l_70239-70505:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,227,850.187265917603,0.0365864055611667,23237.7915479077,10.0535782108147,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap1_h1tg000512l_68618-68895:-_AC_1713_89780_hap1_h1tg000512l_70239-70505:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,227,816.546762589928,0.0365864055611667,22318.310587379,10.013207528356,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap2_h2tg000097l_10807-11073:._AC_1713_89780_hap2_h2tg000097l_12460-12737:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,218,816.479400749064,0.0365864055611667,22316.4694160523,10.0131250326505,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap2_h2tg000097l_10807-11073:._AC_1713_89780_hap2_h2tg000097l_12460-12737:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,218,784.172661870503,0.0365864055611667,21433.4436477913,9.97275442337875,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap2_h2tg000097l_133654-133931:-_AC_1713_89780_hap2_h2tg000097l_135090-135356:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,277,1037.4531835206,0.0365864055611667,28356.2478359931,10.2526379320722,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap2_h2tg000097l_133654-133931:-_AC_1713_89780_hap2_h2tg000097l_135090-135356:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,277,996.402877697842,0.0365864055611667,27234.2380295329,10.2122669296192,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap2_h2tg000097l_175552-175829:-_AC_1713_89780_hap2_h2tg000097l_177084-177350:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,1154,4322.09737827715,0.0365864055611667,118133.971129011,11.6795830729077,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap2_h2tg000097l_175552-175829:-_AC_1713_89780_hap2_h2tg000097l_177084-177350:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,1154,4151.07913669065,0.0365864055611667,113459.605364913,11.6392109663582,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap2_h2tg000097l_25163-25429:._AC_1713_89780_hap2_h2tg000097l_26891-27168:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,426,1595.50561797753,0.0365864055611667,43609.2475744876,10.6830474378326,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap2_h2tg000097l_25163-25429:._AC_1713_89780_hap2_h2tg000097l_26891-27168:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,426,1532.37410071942,0.0365864055611667,41883.7018071517,10.6426759272395,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap2_h2tg000097l_44768-45034:._AC_1713_89780_hap2_h2tg000097l_46349-46626:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,592,2217.22846441948,0.0365864055611667,60602.5224509311,11.0121082966211,"AC"
"AC_1713_89780","Blood","AC_1713_89780_hap2_h2tg000097l_44768-45034:._AC_1713_89780_hap2_h2tg000097l_46349-46626:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,592,2129.4964028777,0.0365864055611667,58204.5809151029,10.9717365211343,"AC"
