"individual_id","tissue","exon_id","EXON","CONTIG_TYPE","GENE_TYPE","FRAMESHIFTS_BLAST","INFRAME_STOPS_BLAST","FRAMESHIFTS_MINIPROT","INFRAME_STOPS_MINIPROT","exon_len_bp","exon_len_kb","count","RPK","scaling_factor","TPM","logTPM1","SPECIES"
"AW_365326","Eye","AW_365326_hap2_h2tg000217l_606618-606895:-_AW_365326_hap2_h2tg000217l_608041-608307:-","EXON3","Not_core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000217l_646882-647158:-","EXON3","Not_core","Potential_pseudogene",2,1,NA,NA,277,0.277,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000217l_826024-826283:._AW_365326_hap2_h2tg000217l_826538-826814:.","EXON2","Not_core","Potential_pseudogene",0,0,NA,NA,260,0.26,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000217l_826024-826283:._AW_365326_hap2_h2tg000217l_826538-826814:.","EXON3","Not_core","Potential_pseudogene",2,1,NA,NA,277,0.277,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_105355-105621:._AW_365326_hap2_h2tg000670l_106613-106890:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_105355-105621:._AW_365326_hap2_h2tg000670l_106613-106890:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_118836-119102:._AW_365326_hap2_h2tg000670l_120278-120555:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_118836-119102:._AW_365326_hap2_h2tg000670l_120278-120555:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_126820-127086:._AW_365326_hap2_h2tg000670l_128273-128550:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_126820-127086:._AW_365326_hap2_h2tg000670l_128273-128550:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_145914-146156:._AW_365326_hap2_h2tg000670l_147215-147492:.","EXON2","Core","Potential_coding_gene",0,0,0,0,243,0.243,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_145914-146156:._AW_365326_hap2_h2tg000670l_147215-147492:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_175416-175682:._AW_365326_hap2_h2tg000670l_177132-177409:.","EXON2","Core","Potential_coding_gene",0,0,1,0,267,0.267,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_175416-175682:._AW_365326_hap2_h2tg000670l_177132-177409:.","EXON3","Core","Potential_coding_gene",0,0,1,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_197831-198108:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_259835-260101:._AW_365326_hap2_h2tg000670l_261165-261442:.","EXON2","Core","Potential_coding_gene",0,0,NA,NA,267,0.267,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_259835-260101:._AW_365326_hap2_h2tg000670l_261165-261442:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_280887-281164:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_293847-294113:._AW_365326_hap2_h2tg000670l_295129-295406:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_293847-294113:._AW_365326_hap2_h2tg000670l_295129-295406:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_309477-309754:-_AW_365326_hap2_h2tg000670l_311199-311465:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_309477-309754:-_AW_365326_hap2_h2tg000670l_311199-311465:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_324551-324826:-_AW_365326_hap2_h2tg000670l_326032-326298:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_324551-324826:-_AW_365326_hap2_h2tg000670l_326032-326298:-","EXON3","Core","Potential_coding_gene",0,0,0,0,276,0.276,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_341351-341628:-_AW_365326_hap2_h2tg000670l_342370-342636:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_341351-341628:-_AW_365326_hap2_h2tg000670l_342370-342636:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_72817-73083:._AW_365326_hap2_h2tg000670l_74094-74371:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_72817-73083:._AW_365326_hap2_h2tg000670l_74094-74371:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Eye","AW_365326_hap2_h2tg000670l_88567-88844:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,0,0,0.00571280194043802,0,0,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000208l_609199-609475:-","EXON3","Not_core","Potential_pseudogene",2,1,NA,NA,277,0.277,6,21.6606498194946,0.0319326988203925,678.321927668135,6.52109513547627,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000208l_714147-714386:-","EXON2","Not_core","Potential_coding_gene",0,0,NA,NA,240,0.24,13,54.1666666666667,0.0319326988203925,1696.27587606455,7.43677981894243,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000208l_720668-720945:-_AW_365326_hap1_h1tg000208l_722089-722355:-","EXON2","Not_core","Potential_coding_gene",0,0,1,0,267,0.267,26,97.378277153558,0.0319326988203925,3049.48472101492,8.02305578189715,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000208l_720668-720945:-_AW_365326_hap1_h1tg000208l_722089-722355:-","EXON3","Not_core","Potential_coding_gene",0,0,1,0,278,0.278,26,93.5251798561151,0.0319326988203925,2928.82165651433,7.98269683207473,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000208l_760882-761158:-","EXON3","Not_core","Potential_pseudogene",2,1,NA,NA,277,0.277,7,25.2707581227437,0.0319326988203925,791.37558227949,6.6750354994575,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000208l_997359-997618:._AW_365326_hap1_h1tg000208l_997873-998149:.","EXON2","Not_core","Potential_pseudogene",0,0,NA,NA,260,0.26,38,146.153846153846,0.0319326988203925,4576.93372476589,8.4290030235108,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000208l_997359-997618:._AW_365326_hap1_h1tg000208l_997873-998149:.","EXON3","Not_core","Potential_pseudogene",2,1,NA,NA,277,0.277,38,137.184115523466,0.0319326988203925,4296.03887523152,8.36568143079749,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_128793-129070:-_AW_365326_hap1_h1tg000402l_130510-130776:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,195,730.337078651685,0.0319326988203925,22871.1354076119,10.0376746542195,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_128793-129070:-_AW_365326_hap1_h1tg000402l_130510-130776:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,195,701.438848920863,0.0319326988203925,21966.1624238575,9.99730400018045,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_141265-141540:-_AW_365326_hap1_h1tg000402l_142782-143048:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,257,962.546816479401,0.0319326988203925,30142.9835884937,10.313740632939,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_141265-141540:-_AW_365326_hap1_h1tg000402l_142782-143048:-","EXON3","Core","Potential_coding_gene",0,0,0,0,276,0.276,257,931.159420289855,0.0319326988203925,29160.060210608,10.2805895438501,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_162528-162803:-_AW_365326_hap1_h1tg000402l_163949-164215:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,197,737.827715355805,0.0319326988203925,23105.7111553823,10.0478783805223,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_162528-162803:-_AW_365326_hap1_h1tg000402l_163949-164215:-","EXON3","Core","Potential_coding_gene",0,0,0,0,276,0.276,197,713.768115942029,0.0319326988203925,22352.2640524894,10.0147276319955,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_190268-190545:-_AW_365326_hap1_h1tg000402l_191287-191553:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,413,1546.81647940075,0.0319326988203925,48439.8919145832,10.7880996102676,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_190268-190545:-_AW_365326_hap1_h1tg000402l_191287-191553:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,413,1485.61151079137,0.0319326988203925,46523.2055438623,10.747728005467,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_203975-204250:-_AW_365326_hap1_h1tg000402l_205321-205587:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,330,1235.95505617978,0.0319326988203925,38704.9983821125,10.5637498639609,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_203975-204250:-_AW_365326_hap1_h1tg000402l_205321-205587:-","EXON3","Core","Potential_coding_gene",0,0,0,0,276,0.276,330,1195.65217391304,0.0319326988203925,37442.8788696523,10.5305985275129,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_223277-223554:-_AW_365326_hap1_h1tg000402l_224668-224934:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,190,711.610486891386,0.0319326988203925,22284.696038186,10.0117003183767,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_223277-223554:-_AW_365326_hap1_h1tg000402l_224668-224934:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,190,683.453237410072,0.0319326988203925,21402.9274899124,9.97132971173682,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_60655-60921:._AW_365326_hap1_h1tg000402l_61453-61730:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,632,2367.04119850187,0.0319326988203925,74125.9362954396,11.2135342579884,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_60655-60921:._AW_365326_hap1_h1tg000402l_61453-61730:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,632,2273.38129496403,0.0319326988203925,71192.8956506561,11.173162358481,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_87430-87696:._AW_365326_hap1_h1tg000402l_88790-89067:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,296,1108.61423220974,0.0319326988203925,34717.210670016,10.4550196314444,"AW"
"AW_365326","Heart","AW_365326_hap1_h1tg000402l_87430-87696:._AW_365326_hap1_h1tg000402l_88790-89067:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,296,1064.74820143885,0.0319326988203925,33343.5080895478,10.4146483628073,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000217l_495781-496057:-","EXON3","Not_core","Potential_pseudogene",2,1,0,0,277,0.277,5,18.0505415162455,0.0319326988203925,565.268273056779,6.33906794657552,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000217l_600090-600330:-","EXON2","Not_core","Potential_coding_gene",0,0,0,0,241,0.241,6,24.896265560166,0.0319326988203925,779.648024747192,6.66012437571749,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000217l_606618-606895:-_AW_365326_hap2_h2tg000217l_608041-608307:-","EXON2","Not_core","Potential_coding_gene",0,0,0,0,267,0.267,14,52.4344569288389,0.0319326988203925,1642.03023439265,7.40429751981114,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000217l_606618-606895:-_AW_365326_hap2_h2tg000217l_608041-608307:-","EXON3","Not_core","Potential_coding_gene",0,0,0,0,278,0.278,14,50.3597122302158,0.0319326988203925,1577.05781504618,7.36395013891348,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000217l_646882-647158:-","EXON3","Not_core","Potential_pseudogene",2,1,NA,NA,277,0.277,13,46.9314079422383,0.0319326988203925,1469.69750994762,7.2934920637979,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000217l_826024-826283:._AW_365326_hap2_h2tg000217l_826538-826814:.","EXON2","Not_core","Potential_pseudogene",0,0,NA,NA,260,0.26,40,153.846153846154,0.0319326988203925,4817.82497343778,8.48028539588067,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000217l_826024-826283:._AW_365326_hap2_h2tg000217l_826538-826814:.","EXON3","Not_core","Potential_pseudogene",2,1,NA,NA,277,0.277,40,144.404332129964,0.0319326988203925,4522.14618445423,8.41696308919748,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_105355-105621:._AW_365326_hap2_h2tg000670l_106613-106890:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,167,625.468164794007,0.0319326988203925,19587.0749388266,9.88267623856671,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_105355-105621:._AW_365326_hap2_h2tg000670l_106613-106890:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,167,600.719424460432,0.0319326988203925,18812.0467937651,9.84230588651815,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_118836-119102:._AW_365326_hap2_h2tg000670l_120278-120555:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,119,445.692883895131,0.0319326988203925,13957.2569923375,9.54382651123863,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_118836-119102:._AW_365326_hap2_h2tg000670l_120278-120555:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,119,428.057553956835,0.0319326988203925,13404.9914278925,9.50345700749449,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_126820-127086:._AW_365326_hap2_h2tg000670l_128273-128550:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,94,352.059925093633,0.0319326988203925,11025.0601452078,9.30801685398763,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_126820-127086:._AW_365326_hap2_h2tg000670l_128273-128550:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,94,338.129496402878,0.0319326988203925,10588.8167581672,9.26764813515653,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_145914-146156:._AW_365326_hap2_h2tg000670l_147215-147492:.","EXON2","Core","Potential_coding_gene",0,0,0,0,243,0.243,95,390.946502057613,0.0319326988203925,12242.8268357935,9.41277715718463,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_145914-146156:._AW_365326_hap2_h2tg000670l_147215-147492:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,95,341.726618705036,0.0319326988203925,10701.4637449562,9.27822925048299,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_175416-175682:._AW_365326_hap2_h2tg000670l_177132-177409:.","EXON2","Core","Potential_coding_gene",0,0,1,0,267,0.267,107,400.749063670412,0.0319326988203925,12549.8025057153,9.43753988719406,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_175416-175682:._AW_365326_hap2_h2tg000670l_177132-177409:.","EXON3","Core","Potential_coding_gene",0,0,1,0,278,0.278,107,384.892086330935,0.0319326988203925,12053.2275864244,9.39717071443754,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_197831-198108:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,47,169.064748201439,0.0319326988203925,5294.4083790836,8.57459538047861,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_259835-260101:._AW_365326_hap2_h2tg000670l_261165-261442:.","EXON2","Core","Potential_coding_gene",0,0,NA,NA,267,0.267,41,153.558052434457,0.0319326988203925,4808.80282929276,8.47841137042859,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_259835-260101:._AW_365326_hap2_h2tg000670l_261165-261442:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,41,147.482014388489,0.0319326988203925,4618.52645834952,8.43804748062974,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_280887-281164:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,7,25.1798561151079,0.0319326988203925,788.528907523089,6.6714364480008,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_293847-294113:._AW_365326_hap2_h2tg000670l_295129-295406:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,62,232.209737827715,0.0319326988203925,7271.84818088174,8.8919032655907,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_293847-294113:._AW_365326_hap2_h2tg000670l_295129-295406:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,62,223.021582733813,0.0319326988203925,6984.11318091879,8.8515364749841,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_309477-309754:-_AW_365326_hap2_h2tg000670l_311199-311465:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,147,550.561797752809,0.0319326988203925,17241.3174611228,9.75512195868266,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_309477-309754:-_AW_365326_hap2_h2tg000670l_311199-311465:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,147,528.776978417266,0.0319326988203925,16559.1070579849,9.71475189277251,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_324551-324826:-_AW_365326_hap2_h2tg000670l_326032-326298:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,447,1674.15730337079,0.0319326988203925,52427.6796266796,10.8672090417034,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_324551-324826:-_AW_365326_hap2_h2tg000670l_326032-326298:-","EXON3","Core","Potential_coding_gene",0,0,0,0,276,0.276,447,1619.5652173913,0.0319326988203925,50718.0813779835,10.8340574773143,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_341351-341628:-_AW_365326_hap2_h2tg000670l_342370-342636:-","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,253,947.565543071161,0.0319326988203925,29673.8320929529,10.2980545612631,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_341351-341628:-_AW_365326_hap2_h2tg000670l_342370-342636:-","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,253,910.071942446043,0.0319326988203925,28499.6876576202,10.2576834943032,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_72817-73083:._AW_365326_hap2_h2tg000670l_74094-74371:.","EXON2","Core","Potential_coding_gene",0,0,0,0,267,0.267,113,423.220973782772,0.0319326988203925,13253.5297490264,9.49209464084192,"AW"
"AW_365326","Heart","AW_365326_hap2_h2tg000670l_72817-73083:._AW_365326_hap2_h2tg000670l_74094-74371:.","EXON3","Core","Potential_coding_gene",0,0,0,0,278,0.278,113,406.474820143885,0.0319326988203925,12729.1095071584,9.45172529380498,"AW"
