U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1603_72852#1#h1tg000410l	99.296	284	190478	145622	145339	minus	7.66e-142	145339	145622	AC_1603_72852.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1603_72852#1#h1tg000410l	88.189	254	190478	146827	146575	minus	2.53e-78	146575	146827	AC_1603_72852.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1603_72852#1#h1tg000410l	99.648	284	190478	178347	178064	minus	1.65e-143	178064	178347	AC_1603_72852.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1603_72852#1#h1tg000410l	92.49	253	190478	180081	179829	minus	1.14e-96	179829	180081	AC_1603_72852.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1603_72852#2#h2tg000031l	94.014	284	1107680	611402	611119	minus	7.94e-117	611119	611402	AC_1603_72852.2	LOC100221316	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	3	173	AC_1603_72852#2#h2tg000042l	87.719	171	9889294	6510651	6510821	plus	6.38e-48	6510651	6510821	AC_1603_72852.2	RXRA	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	1	173	AC_1603_72852#2#h2tg000052l	84.393	173	18096601	1054299	1054127	minus	5.0000000000000005e-39	1054127	1054299	AC_1603_72852.2	RXRG	NA
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1603_72852#2#h2tg000186l	93.728	287	1026653	514781	515067	plus	7.94e-117	514781	515067	AC_1603_72852.2	LOC100221316	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	487	570	AC_1603_72852#2#h2tg000249l	85.882	85	729013	193613	193529	minus	5.5e-14	193529	193613	AC_1603_72852.2		NA
Mhc_U23958.1_exon2.fa	1	253	AC_1603_72852#2#h2tg000510l	83.858	254	183105	18484	18736	plus	5.59e-60	18484	18736	AC_1603_72852.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1603_72852#2#h2tg000510l	99.303	287	183105	20156	20442	plus	1.65e-143	20156	20442	AC_1603_72852.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	251	AC_1603_72852#2#h2tg000510l	84.064	251	183105	109008	109258	plus	1.55e-60	109008	109258	AC_1603_72852.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1603_72852#2#h2tg000510l	99.303	287	183105	110610	110896	plus	1.65e-143	110610	110896	AC_1603_72852.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1603_72852#2#h2tg000510l	99.648	284	183105	153226	152943	minus	1.65e-143	152943	153226	AC_1603_72852.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1603_72852#2#h2tg000510l	83.794	253	183105	154483	154231	minus	5.59e-60	154231	154483	AC_1603_72852.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1603_72852#2#h2tg000510l	99.648	284	183105	160269	159986	minus	1.65e-143	159986	160269	AC_1603_72852.2	LOC100221316	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1603_72852#2#h2tg000510l	88.189	254	183105	161546	161294	minus	2.53e-78	161294	161546	AC_1603_72852.2	LOC100221316	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1603_72852#2#h2tg000510l	99.648	284	183105	167746	167463	minus	1.65e-143	167463	167746	AC_1603_72852.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1603_72852#2#h2tg000510l	88.142	253	183105	169365	169113	minus	2.53e-78	169113	169365	AC_1603_72852.2	BLB1	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	1	173	AC_1603_72872#1#h1tg000016l	84.393	173	26863285	26009590	26009762	plus	5.0000000000000005e-39	26009590	26009762	AC_1603_72872.1	RXRG	NA
ref|XM_041712683.1_RXRB_ex4|:500-679	9	173	AC_1603_72872#1#h1tg000087l	88.485	165	11244517	3388925	3388761	minus	6.38e-48	3388761	3388925	AC_1603_72872.1	RXRA	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1603_72872#1#h1tg000321l	94.014	284	561508	165236	164953	minus	7.94e-117	164953	165236	AC_1603_72872.1	LOC100221316	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	579	AC_1603_72872#1#h1tg000321l	89.31	290	561508	206992	206705	minus	1.06e-95	206705	206992	AC_1603_72872.1	LOC100221316	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	487	564	AC_1603_72872#1#h1tg000410l	87.342	79	1377667	1021129	1021207	plus	5.5e-14	1021129	1021207	AC_1603_72872.1		NA
Mhc_U23958.1_exon2.fa	1	253	AC_1603_72872#1#h1tg000708l	88.538	253	182307	12873	13125	plus	5.43e-80	12873	13125	AC_1603_72872.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1603_72872#1#h1tg000708l	99.303	287	182307	14518	14804	plus	1.65e-143	14518	14804	AC_1603_72872.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	238	AC_1603_72872#1#h1tg000708l	83.193	238	182307	27230	27467	plus	2.62e-53	27230	27467	AC_1603_72872.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1603_72872#1#h1tg000708l	99.303	287	182307	28950	29236	plus	1.65e-143	28950	29236	AC_1603_72872.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1603_72872#1#h1tg000708l	88.142	253	182307	46835	47087	plus	2.53e-78	46835	47087	AC_1603_72872.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1603_72872#1#h1tg000708l	99.303	287	182307	48463	48749	plus	1.65e-143	48463	48749	AC_1603_72872.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1603_72872#1#h1tg000708l	88.189	254	182307	54470	54722	plus	2.53e-78	54470	54722	AC_1603_72872.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1603_72872#1#h1tg000708l	99.303	287	182307	55744	56030	plus	1.65e-143	55744	56030	AC_1603_72872.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1603_72872#1#h1tg000708l	83.794	253	182307	61533	61785	plus	5.59e-60	61533	61785	AC_1603_72872.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1603_72872#1#h1tg000708l	99.303	287	182307	62787	63073	plus	1.65e-143	62787	63073	AC_1603_72872.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1603_72872#1#h1tg000708l	99.648	284	182307	105403	105120	minus	1.65e-143	105120	105403	AC_1603_72872.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	251	AC_1603_72872#1#h1tg000708l	84.064	251	182307	106888	106638	minus	1.55e-60	106638	106888	AC_1603_72872.1	BLB1	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	126	180	AC_1603_72872#1#h1tg001194l	92.727	55	33764	222	168	minus	8.67e-12	168	222	AC_1603_72872.1		NA
ref|XM_041712683.1_RXRB_ex4|:500-679	126	180	AC_1603_72872#1#h1tg001194l	92.727	55	33764	1238	1184	minus	8.67e-12	1184	1238	AC_1603_72872.1		NA
ref|XM_041712683.1_RXRB_ex4|:500-679	126	180	AC_1603_72872#1#h1tg001194l	92.727	55	33764	2242	2188	minus	8.67e-12	2188	2242	AC_1603_72872.1		NA
ref|XM_041712683.1_RXRB_ex4|:500-679	126	180	AC_1603_72872#1#h1tg001194l	92.727	55	33764	4470	4416	minus	8.67e-12	4416	4470	AC_1603_72872.1		NA
ref|XM_041712683.1_RXRB_ex4|:500-679	126	180	AC_1603_72872#1#h1tg001194l	92.727	55	33764	5476	5422	minus	8.67e-12	5422	5476	AC_1603_72872.1		NA
ref|XM_041712683.1_RXRB_ex4|:500-679	126	180	AC_1603_72872#1#h1tg001194l	92.727	55	33764	6830	6776	minus	8.67e-12	6776	6830	AC_1603_72872.1		NA
ref|XM_041712683.1_RXRB_ex4|:500-679	126	180	AC_1603_72872#1#h1tg001194l	92.727	55	33764	7699	7645	minus	8.67e-12	7645	7699	AC_1603_72872.1		NA
ref|XM_041712683.1_RXRB_ex4|:500-679	126	180	AC_1603_72872#1#h1tg001194l	92.727	55	33764	8703	8649	minus	8.67e-12	8649	8703	AC_1603_72872.1	LOC121468520	NA
ref|XM_041712683.1_RXRB_ex4|:500-679	126	180	AC_1603_72872#1#h1tg001194l	92.727	55	33764	10061	10007	minus	8.67e-12	10007	10061	AC_1603_72872.1	LOC121468520	NA
ref|XM_041712683.1_RXRB_ex4|:500-679	1	180	AC_1603_72872#1#h1tg001194l	96.111	180	33764	11057	10878	minus	2.85e-76	10878	11057	AC_1603_72872.1	LOC121468520	NA
ref|XM_041712683.1_RXRB_ex4|:500-679	1	173	AC_1603_72872#2#h2tg000017l	84.393	173	13836776	12992918	12993090	plus	5.0000000000000005e-39	12992918	12993090	AC_1603_72872.2	RXRG	NA
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	487	570	AC_1603_72872#2#h2tg000130l	85.882	85	1120878	382616	382532	minus	5.5e-14	382532	382616	AC_1603_72872.2		NA
ref|XM_041712683.1_RXRB_ex4|:500-679	3	173	AC_1603_72872#2#h2tg000191l	87.719	171	7223882	3834549	3834719	plus	6.38e-48	3834549	3834719	AC_1603_72872.2	RXRA	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	579	AC_1603_72872#2#h2tg000492l	89.078	293	727376	450679	450969	plus	1.06e-95	450679	450969	AC_1603_72872.2	LOC100221316	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1603_72872#2#h2tg000492l	93.728	287	727376	492436	492722	plus	7.94e-117	492436	492722	AC_1603_72872.2	LOC100221316	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	251	AC_1603_72872#2#h2tg001233l	84.064	251	115206	42131	42381	plus	1.55e-60	42131	42381	AC_1603_72872.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1603_72872#2#h2tg001233l	99.303	287	115206	43548	43834	plus	1.65e-143	43548	43834	AC_1603_72872.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1603_72872#2#h2tg001233l	99.648	284	115206	102623	102340	minus	1.65e-143	102340	102623	AC_1603_72872.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	251	AC_1603_72872#2#h2tg001233l	84.064	251	115206	103928	103678	minus	1.55e-60	103678	103928	AC_1603_72872.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1603_72872#2#h2tg001233l	99.648	284	115206	115070	114787	minus	1.65e-143	114787	115070	AC_1603_72872.2	LOC100221316	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	3	173	AC_1713_89780#1#h1tg000011l	87.135	171	11192626	7804637	7804807	plus	2.97e-46	7804637	7804807	AC_1713_89780.1	RXRA	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	1	173	AC_1713_89780#1#h1tg000063l	84.393	173	27042717	1023289	1023117	minus	5.0000000000000005e-39	1023117	1023289	AC_1713_89780.1	RXRG	NA
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1713_89780#1#h1tg000146l	94.014	284	1520172	1023139	1022856	minus	7.94e-117	1022856	1023139	AC_1713_89780.1	LOC100221316	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	579	AC_1713_89780#1#h1tg000146l	89.31	290	1520172	1064895	1064608	minus	1.06e-95	1064608	1064895	AC_1713_89780.1	LOC100221316	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	487	570	AC_1713_89780#1#h1tg000335l	85.882	85	1381766	552406	552322	minus	5.5e-14	552322	552406	AC_1713_89780.1		NA
Mhc_U23958.1_exon2.fa	1	253	AC_1713_89780#1#h1tg000512l	88.142	253	238302	10135	10387	plus	2.53e-78	10135	10387	AC_1713_89780.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1713_89780#1#h1tg000512l	99.303	287	238302	11763	12049	plus	1.65e-143	11763	12049	AC_1713_89780.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1713_89780#1#h1tg000512l	88.189	254	238302	17966	18218	plus	2.53e-78	17966	18218	AC_1713_89780.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1713_89780#1#h1tg000512l	99.303	287	238302	19240	19526	plus	1.65e-143	19240	19526	AC_1713_89780.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1713_89780#1#h1tg000512l	83.794	253	238302	25029	25281	plus	5.59e-60	25029	25281	AC_1713_89780.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1713_89780#1#h1tg000512l	99.303	287	238302	26283	26569	plus	1.65e-143	26283	26569	AC_1713_89780.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1713_89780#1#h1tg000512l	99.648	284	238302	68899	68616	minus	1.65e-143	68616	68899	AC_1713_89780.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	251	AC_1713_89780#1#h1tg000512l	84.064	251	238302	70504	70254	minus	1.55e-60	70254	70504	AC_1713_89780.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1713_89780#1#h1tg000512l	99.648	284	238302	163621	163338	minus	1.65e-143	163338	163621	AC_1713_89780.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	4	253	AC_1713_89780#1#h1tg000512l	84.064	251	238302	165293	165044	minus	5.59e-60	165044	165293	AC_1713_89780.1	BLB1	fastOMA_ortholog
ref_XM_041712719.1_BRD2_112-412_PREDICTED	1	300	AC_1713_89780#1#h1tg000512l	85.43	302	238302	207957	207658	minus	5.12e-81	207658	207957	AC_1713_89780.1	BRD2	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	9	173	AC_1713_89780#2#h2tg000041l	88.485	165	11180222	3381964	3381800	minus	6.38e-48	3381800	3381964	AC_1713_89780.2	RXRA	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	1	173	AC_1713_89780#2#h2tg000044l	84.393	173	26927398	929886	929714	minus	5.0000000000000005e-39	929714	929886	AC_1713_89780.2	RXRG	NA
Mhc_U23958.1_exon2.fa	1	253	AC_1713_89780#2#h2tg000097l	88.538	253	236993	10807	11059	plus	5.43e-80	10807	11059	AC_1713_89780.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1713_89780#2#h2tg000097l	99.303	287	236993	12452	12738	plus	1.65e-143	12452	12738	AC_1713_89780.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	238	AC_1713_89780#2#h2tg000097l	83.193	238	236993	25163	25400	plus	2.62e-53	25163	25400	AC_1713_89780.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1713_89780#2#h2tg000097l	99.303	287	236993	26883	27169	plus	1.65e-143	26883	27169	AC_1713_89780.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1713_89780#2#h2tg000097l	88.189	254	236993	44768	45020	plus	2.53e-78	44768	45020	AC_1713_89780.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1713_89780#2#h2tg000097l	99.303	287	236993	46341	46627	plus	1.65e-143	46341	46627	AC_1713_89780.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	238	AC_1713_89780#2#h2tg000097l	83.193	238	236993	81600	81837	plus	2.62e-53	81600	81837	AC_1713_89780.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1713_89780#2#h2tg000097l	99.303	287	236993	83533	83819	plus	1.65e-143	83533	83819	AC_1713_89780.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1713_89780#2#h2tg000097l	99.648	284	236993	133935	133652	minus	1.65e-143	133652	133935	AC_1713_89780.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	251	AC_1713_89780#2#h2tg000097l	84.064	251	236993	135355	135105	minus	1.55e-60	135105	135355	AC_1713_89780.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1713_89780#2#h2tg000097l	99.648	284	236993	175833	175550	minus	1.65e-143	175550	175833	AC_1713_89780.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	4	253	AC_1713_89780#2#h2tg000097l	84.064	251	236993	177346	177097	minus	5.59e-60	177097	177346	AC_1713_89780.2	BLB1	fastOMA_ortholog
ref_XM_041712719.1_BRD2_112-412_PREDICTED	1	300	AC_1713_89780#2#h2tg000097l	85.43	302	236993	230935	230637	minus	1.84e-80	230637	230935	AC_1713_89780.2	BRD2	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	487	570	AC_1713_89780#2#h2tg000390l	85.882	85	616785	197779	197695	minus	5.5e-14	197695	197779	AC_1713_89780.2		NA
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	579	AC_1713_89780#2#h2tg000487l	89.078	293	856926	283203	283493	plus	1.06e-95	283203	283493	AC_1713_89780.2	LOC100221316	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1713_89780#2#h2tg000487l	93.728	287	856926	324959	325245	plus	7.94e-117	324959	325245	AC_1713_89780.2	LOC100221316	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	1	173	AC_1873_10093#1#h1tg000020l	84.393	173	26878499	873940	873768	minus	5.0000000000000005e-39	873768	873940	AC_1873_10093.1	RXRG	NA
ref|XM_041712683.1_RXRB_ex4|:500-679	9	173	AC_1873_10093#1#h1tg000029l	88.485	165	11253380	3403396	3403232	minus	6.38e-48	3403232	3403396	AC_1873_10093.1	RXRA	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	487	570	AC_1873_10093#1#h1tg000143l	85.882	85	816626	186289	186205	minus	5.5e-14	186205	186289	AC_1873_10093.1		NA
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	579	AC_1873_10093#1#h1tg000187l	89.078	293	785827	358047	358337	plus	1.06e-95	358047	358337	AC_1873_10093.1	LOC100221316	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1873_10093#1#h1tg000187l	93.728	287	785827	399807	400093	plus	7.94e-117	399807	400093	AC_1873_10093.1	LOC100221316	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1873_10093#1#h1tg000369l	87.352	253	278162	14458	14710	plus	5.470000000000002e-75	14458	14710	AC_1873_10093.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1873_10093#1#h1tg000369l	99.303	287	278162	15767	16053	plus	1.65e-143	15767	16053	AC_1873_10093.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	238	AC_1873_10093#1#h1tg000369l	83.193	238	278162	44283	44520	plus	2.62e-53	44283	44520	AC_1873_10093.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1873_10093#1#h1tg000369l	99.303	287	278162	45955	46241	plus	1.65e-143	45955	46241	AC_1873_10093.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1873_10093#1#h1tg000369l	99.648	284	278162	124741	124458	minus	1.65e-143	124458	124741	AC_1873_10093.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	251	AC_1873_10093#1#h1tg000369l	84.064	251	278162	126161	125911	minus	1.55e-60	125911	126161	AC_1873_10093.1	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1873_10093#1#h1tg000369l	99.648	284	278162	170880	170597	minus	1.65e-143	170597	170880	AC_1873_10093.1	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	4	253	AC_1873_10093#1#h1tg000369l	84.064	251	278162	172381	172132	minus	5.59e-60	172132	172381	AC_1873_10093.1	BLB1	fastOMA_ortholog
ref_XM_041712719.1_BRD2_112-412_PREDICTED	1	300	AC_1873_10093#1#h1tg000369l	85.099	302	278162	243583	243284	minus	2.38e-79	243284	243583	AC_1873_10093.1	BRD2	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	1	173	AC_1873_10093#2#h2tg000064l	84.393	173	10178207	9301428	9301600	plus	5.0000000000000005e-39	9301428	9301600	AC_1873_10093.2	RXRG	NA
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1873_10093#2#h2tg000087l	93.728	287	1117540	494395	494681	plus	7.94e-117	494395	494681	AC_1873_10093.2	LOC100221316	fastOMA_ortholog
ref|XM_041712683.1_RXRB_ex4|:500-679	3	173	AC_1873_10093#2#h2tg000096l	87.719	171	9614441	7810271	7810441	plus	6.38e-48	7810271	7810441	AC_1873_10093.2	RXRA	fastOMA_ortholog
NC_054767_exon1_SLC39A7	214	465	AC_1873_10093#2#h2tg000174l	86.111	252	274239	1414	1163	minus	3.89e-69	1163	1414	AC_1873_10093.2	SLC39A7	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1873_10093#2#h2tg000174l	88.538	253	274239	23309	23561	plus	5.43e-80	23309	23561	AC_1873_10093.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1873_10093#2#h2tg000174l	99.303	287	274239	24954	25240	plus	1.65e-143	24954	25240	AC_1873_10093.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	238	AC_1873_10093#2#h2tg000174l	83.193	238	274239	37665	37902	plus	2.62e-53	37665	37902	AC_1873_10093.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1873_10093#2#h2tg000174l	99.303	287	274239	39385	39671	plus	1.65e-143	39385	39671	AC_1873_10093.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	253	AC_1873_10093#2#h2tg000174l	88.189	254	274239	57270	57522	plus	2.53e-78	57270	57522	AC_1873_10093.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1873_10093#2#h2tg000174l	99.303	287	274239	58843	59129	plus	1.65e-143	58843	59129	AC_1873_10093.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	238	AC_1873_10093#2#h2tg000174l	83.193	238	274239	94102	94339	plus	2.62e-53	94102	94339	AC_1873_10093.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	288	574	AC_1873_10093#2#h2tg000174l	99.303	287	274239	96035	96321	plus	1.65e-143	96035	96321	AC_1873_10093.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1873_10093#2#h2tg000174l	99.648	284	274239	146437	146154	minus	1.65e-143	146154	146437	AC_1873_10093.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	1	251	AC_1873_10093#2#h2tg000174l	84.064	251	274239	147857	147607	minus	1.55e-60	147607	147857	AC_1873_10093.2	BLB1	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	291	574	AC_1873_10093#2#h2tg000174l	99.648	284	274239	188335	188052	minus	1.65e-143	188052	188335	AC_1873_10093.2	BLB1	fastOMA_ortholog
Mhc_U23958.1_exon2.fa	4	253	AC_1873_10093#2#h2tg000174l	84.064	251	274239	189848	189599	minus	5.59e-60	189599	189848	AC_1873_10093.2	BLB1	fastOMA_ortholog
ref_XM_041712719.1_BRD2_112-412_PREDICTED	1	300	AC_1873_10093#2#h2tg000174l	85.099	302	274239	239660	239361	minus	2.38e-79	239361	239660	AC_1873_10093.2	BRD2	fastOMA_ortholog
U23958.1_AC_isolate2.2_MHC_classIIB_exon3	487	570	AC_1873_10093#2#h2tg000175l	85.882	85	749492	183832	183748	minus	5.5e-14	183748	183832	AC_1873_10093.2		NA
